Variable Name,Variable Description,Component,Data File Description,flag_1999,flag_2000,flag_2001,flag_2002,flag_2003,flag_2004,flag_2005,flag_2006,flag_2007,flag_2008,flag_2009,flag_2010,flag_2011,flag_2012,flag_2013,flag_2014,flag_2015,flag_2016,num_flags,keep
WTSPO30,Dioxins Mec Weight Jack Knife Rep 30,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO31,Dioxins Mec Weight Jack Knife Rep 31,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO32,Dioxins Mec Weight Jack Knife Rep 32,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO33,Dioxins Mec Weight Jack Knife Rep 33,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO34,Dioxins Mec Weight Jack Knife Rep 34,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO35,Dioxins Mec Weight Jack Knife Rep 35,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO36,Dioxins Mec Weight Jack Knife Rep 36,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO37,Dioxins Mec Weight Jack Knife Rep 37,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO38,Dioxins Mec Weight Jack Knife Rep 38,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO39,Dioxins Mec Weight Jack Knife Rep 39,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO40,Dioxins Mec Weight Jack Knife Rep 40,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO41,Dioxins Mec Weight Jack Knife Rep 41,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO42,Dioxins Mec Weight Jack Knife Rep 42,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO43,Dioxins Mec Weight Jack Knife Rep 43,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO44,Dioxins Mec Weight Jack Knife Rep 44,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO45,Dioxins Mec Weight Jack Knife Rep 45,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO46,Dioxins Mec Weight Jack Knife Rep 46,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO47,Dioxins Mec Weight Jack Knife Rep 47,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO48,Dioxins Mec Weight Jack Knife Rep 48,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO49,Dioxins Mec Weight Jack Knife Rep 49,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO4YR,Dioxins Subsample 2 Year Mec Weight,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO4YR,Dioxins Subsample 4 Year Mec Weight,Laboratory,"Dioxins, Furans, & Coplanar PCBs",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO50,Dioxins Mec Weight Jack Knife Rep 50,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO51,Dioxins Mec Weight Jack Knife Rep 51,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO52,Dioxins Mec Weight Jack Knife Rep 52,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP01,PPesticides Mec Weight Jack Knife Rep 01,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP02,PPesticides Mec Weight Jack Knife Rep 02,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP03,PPesticides Mec Weight Jack Knife Rep 03,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP04,PPesticides Mec Weight Jack Knife Rep 04,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP05,PPesticides Mec Weight Jack Knife Rep 05,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP06,PPesticides Mec Weight Jack Knife Rep 06,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP07,PPesticides Mec Weight Jack Knife Rep 07,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP08,PPesticides Mec Weight Jack Knife Rep 08,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP09,PPesticides Mec Weight Jack Knife Rep 09,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP10,PPesticides Mec Weight Jack Knife Rep 10,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP11,PPesticides Mec Weight Jack Knife Rep 11,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP12,PPesticides Mec Weight Jack Knife Rep 12,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP13,PPesticides Mec Weight Jack Knife Rep 13,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP14,PPesticides Mec Weight Jack Knife Rep 14,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP15,PPesticides Mec Weight Jack Knife Rep 15,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP16,PPesticides Mec Weight Jack Knife Rep 16,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP17,PPesticides Mec Weight Jack Knife Rep 17,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP18,PPesticides Mec Weight Jack Knife Rep 18,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP19,PPesticides Mec Weight Jack Knife Rep 19,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP20,PPesticides Mec Weight Jack Knife Rep 20,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP21,PPesticides Mec Weight Jack Knife Rep 21,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP22,PPesticides Mec Weight Jack Knife Rep 22,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP23,PPesticides Mec Weight Jack Knife Rep 23,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP24,PPesticides Mec Weight Jack Knife Rep 24,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP25,PPesticides Mec Weight Jack Knife Rep 25,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP26,PPesticides Mec Weight Jack Knife Rep 26,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP27,PPesticides Mec Weight Jack Knife Rep 27,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP28,PPesticides Mec Weight Jack Knife Rep 28,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP29,PPesticides Mec Weight Jack Knife Rep 29,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP2YR,PPesticides Subsample 2 year Mec Weight,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP2YR,Pesticides Subsample 2 year Mec Weight,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP30,PPesticides Mec Weight Jack Knife Rep 30,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP31,PPesticides Mec Weight Jack Knife Rep 31,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP32,PPesticides Mec Weight Jack Knife Rep 32,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP33,PPesticides Mec Weight Jack Knife Rep 33,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP34,PPesticides Mec Weight Jack Knife Rep 34,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP35,PPesticides Mec Weight Jack Knife Rep 35,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP36,PPesticides Mec Weight Jack Knife Rep 36,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP37,PPesticides Mec Weight Jack Knife Rep 37,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP38,PPesticides Mec Weight Jack Knife Rep 38,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP39,PPesticides Mec Weight Jack Knife Rep 39,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP40,PPesticides Mec Weight Jack Knife Rep 40,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP41,PPesticides Mec Weight Jack Knife Rep 41,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP42,PPesticides Mec Weight Jack Knife Rep 42,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP43,PPesticides Mec Weight Jack Knife Rep 43,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP44,PPesticides Mec Weight Jack Knife Rep 44,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP45,PPesticides Mec Weight Jack Knife Rep 45,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP46,PPesticides Mec Weight Jack Knife Rep 46,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP47,PPesticides Mec Weight Jack Knife Rep 47,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP48,PPesticides Mec Weight Jack Knife Rep 48,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP49,PPesticides Mec Weight Jack Knife Rep 49,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP4YR,PPesticides Subsample 4 Year Mec Weight,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP4YR,Pesticides Subsample 4 year Mec Weight,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP50,PPesticides Mec Weight Jack Knife Rep 50,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP51,PPesticides Mec Weight Jack Knife Rep 51,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPP52,PPesticides Mec Weight Jack Knife Rep 52,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSS2YR,Surplus specimen 3-11 years old subsample weight,Laboratory,Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
WTSTH2YR,Thyroid hormones Subsample 2 yr Mec Wgt,Laboratory,Thyroid - Stimulating Hormone & Thyroxine (TSH & T4),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
WTSTH4YR,Thyroid hormones Subsample 4 yr Mec Wgt,Laboratory,Thyroid - Stimulating Hormone & Thyroxine (TSH & T4),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
WTSVOC2Y,VOC Subsample 2 yr MEC weight,Laboratory,Volatile Organic Compounds & Metabolites - Urine (Surplus),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
WTSVOC2Y,VOC Subsample Weight,Laboratory,Volatile Organic Compounds (VOCs) - Blood,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,0
WTSVOC2Y,VOC Subsample Weight,Laboratory,Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,0
WTSVOC2Y,VOC Subsample Weight,Laboratory,Volatile Organic Compounds (VOCs) - Water,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
WTSVOC2Y,VOC Subsample Weight,Laboratory,Volatile Organic Compounds - Blood & Related Questionnaire Items,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
WTSVOC2Y,VOC Subsample Weight,Laboratory,Volatile Organic Compounds - Trihalomethanes/MTBE/Nitromethane - Blood,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
WTSVOC2Y,VOC Subsample Weight,Laboratory,Volatile Organic Compounds - Water & Related Questionnaire Items,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
WTSVOC2Y,VOC Subsample Weight,Laboratory,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
WTSVOC2Y,VOC subsample 2 yr MEC Weight,Laboratory,Volatile Organic Compounds - Blood & Related Questionnaire Items,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
WTSVOC2Y,VOC subsample 2 yr MEC Weight,Laboratory,Volatile Organic Compounds - Blood & Water,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSVOC2Y,VOC subsample 2 yr MEC Weight,Laboratory,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSVOC2Y,VOC subsample 2 yr MEC Weight,Laboratory,Volatile Organic Compounds - Water & Related Questionnaire Items,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
WTSVOC4Y,VOC subsample 4 yr MEC Weight,Laboratory,Volatile Organic Compounds - Blood & Water,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSVS2YR,Two year smoking weights,Laboratory,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
WTSVS2YR,Two year smoking weights,Laboratory,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
WTTFA2YR,Trans Fatty Acid Subsample 2 Year Weight,Laboratory,Trans Fatty Acids,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0
WTUIO2YR,Iodine Subsample 2 year Mec Weight,Laboratory,Iodine - Urine,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTUIO2YR,Subsample 2 year Mec Weight,Laboratory,"Perchlorate, Nitrate & Thiocyanate - Urine (Surplus)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ACD010A,What language(s) {do you/does SP} usually speak at home?,Questionnaire,Acculturation,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,0
ACD010B,What language(s) {do you/does SP} usually speak at home?,Questionnaire,Acculturation,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,0
ACD010C,What language(s) {do you/does SP} usually speak at home?,Questionnaire,Acculturation,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,0
ACD011A,What language(s) {do you/does SP} usually speak at home?,Questionnaire,Acculturation,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,0
ACD011B,What language(s) {do you/does SP} usually speak at home?,Questionnaire,Acculturation,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,0
ACD011C,What language(s) {do you/does SP} usually speak at home?,Questionnaire,Acculturation,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,0
ACD040,Now I'm going to ask you about language use. What language(s) {do you/does SP} usually speak at home?,Questionnaire,Acculturation,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,6,0
ACD040,"Now I'm going to ask you about language use. What language(s) {do you/does SP} usually speak at home? {Do you/Does he/Does she} speak only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?",Questionnaire,Acculturation,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,0
ACD040,What language(s) {do you/does SP} usually speak at home? Would you say...,Questionnaire,Acculturation,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ACD070,In what country was {your/SP's} father born?,Questionnaire,Acculturation,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ACD080,In what country was {your/SP's} mother born?,Questionnaire,Acculturation,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ACD110,"{Do you/Does SP} speak only (NON-ENGLISH LANGUAGE), more (NON-ENGLISH LANGUAGE) than English, both equally, more English than (NON-ENGLISH LANGUAGE), or only English?",Questionnaire,Acculturation,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,0
ACQ020,"The next questions are about language. In general, what language(s) {do you/does SP} read and speak. Would you say . . .",Questionnaire,Acculturation,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ACQ030,What was the language(s) {you/SP} used as a child? Would you say ...,Questionnaire,Acculturation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ACQ030,What was the language(s) {you/SP} used as a child? Would you say …,Questionnaire,Acculturation,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ACQ030,What was the language(s) {you/SP} used as a child? Would you say...,Questionnaire,Acculturation,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ACQ050,In which language(s) {do you/does SP} usually think? Would you say...,Questionnaire,Acculturation,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ACQ060,What language(s) {do you/does SP} usually speak with {your/his/her} friends? Would you say...,Questionnaire,Acculturation,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ADfdsec,Adult food security category for last 12 months,Questionnaire,Food Security,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
AGD020,How old {were you/was SP} when {you were/s/he was} first told {you/he/she} had hay fever?,Questionnaire,Allergy,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
AGD050,How old {were you/was SP} when {you were/s/he was} first told {you/he/she} had allergies?,Questionnaire,Allergy,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
AGD170,At what age did this itchy rash first occur?,Questionnaire,Allergy,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
AGQ010,Has a doctor or other health professional ever told {you/SP} that {you have/SP s/he has} hay fever?,Questionnaire,Allergy,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
AGQ030,"During the past 12 months, {have you/has SP} had an episode of hay fever?",Questionnaire,Allergy,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
AGQ030,"During the past 12 months, {have you/has SP} had an episode of hay fever?",Questionnaire,Medical Conditions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
AGQ030,"During the past 12 months, {have you/has SP} had an episode of hay fever?",Questionnaire,Respiratory Health,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,6,0
AGQ040,Has a doctor or other health professional ever told {you/SP} that {you have/SP s/he has} allergies?,Questionnaire,Allergy,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
